Id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Age,Customer_Tenure,children,Is_Parent,Total_Spent,Education_Label,Marital_Status_Label,Cluster,PCA1,PCA2,Segment
9687,1975,Graduation,Single,73170.0,0,0,2014-05-31,1,184.0,120.0,256.0,50.0,30.0,32.0,1,5,4,6,2,0,0,50,11,0,0,672.0,2,4,1,1.8896115179439044,-2.0576347807499524,Premium
8890,1971,PhD,Divorced,65808.0,1,1,2014-05-30,1,155.0,7.0,80.0,13.0,7.0,10.0,3,5,1,5,6,0,0,54,11,2,1,272.0,4,2,0,-0.9455679759825013,-0.10802419096902312,Mid-tier
9264,1986,Graduation,Married,79529.0,0,0,2014-04-27,1,423.0,42.0,689.0,73.0,125.0,172.0,1,4,8,9,2,0,0,39,11,0,0,1524.0,2,3,1,4.549092604862556,-1.6269237626662678,Premium
5794,1974,PhD,Married,46374.0,0,1,2014-03-17,1,408.0,0.0,21.0,0.0,0.0,17.0,3,7,1,7,8,1,0,51,11,1,1,446.0,4,3,0,-1.1604369224730744,0.9200444742924512,Mid-tier
3068,1990,Graduation,Married,18351.0,0,0,2013-10-29,1,3.0,12.0,9.0,0.0,14.0,7.0,1,2,0,3,7,0,0,35,12,0,0,45.0,2,3,2,-2.7188415754799085,-0.7010433361313073,Budget
3767,1968,Graduation,Married,61314.0,0,1,2013-04-25,1,378.0,0.0,189.0,97.0,125.0,172.0,2,5,5,12,3,0,0,57,12,1,1,961.0,2,3,1,3.182208594425819,0.20385326130845383,Premium
5585,1972,Graduation,Single,21359.0,1,0,2013-04-20,1,12.0,2.0,17.0,6.0,1.0,10.0,2,2,0,3,8,1,0,53,12,1,1,48.0,2,4,2,-2.8077733150138373,-0.08352843108942021,Budget
7030,1955,PhD,Married,66465.0,0,1,2013-03-30,1,1004.0,0.0,204.0,38.0,29.0,14.0,3,11,9,12,6,0,0,70,12,1,1,1289.0,4,3,0,2.69770414857615,2.1592214683700086,Mid-tier
3657,1986,Graduation,Single,39146.0,1,0,2013-02-14,1,94.0,1.0,33.0,13.0,12.0,12.0,3,4,0,4,8,0,0,39,12,1,1,165.0,2,4,2,-2.114100788000377,0.4536562221865411,Budget
5740,1970,2n Cycle,Divorced,25959.0,1,1,2013-02-14,1,4.0,2.0,12.0,7.0,5.0,26.0,2,1,2,2,6,1,0,55,12,2,1,56.0,0,2,2,-2.366401970885174,-0.7429087570683743,Budget
5114,1965,Master,Married,74806.0,0,1,2012-12-19,1,670.0,9.0,249.0,0.0,28.0,9.0,2,5,4,5,4,0,0,60,13,1,1,965.0,3,3,0,0.8542032337971697,0.6091692327601349,Mid-tier
340,1970,Graduation,Divorced,72967.0,0,1,2012-12-15,1,158.0,35.0,179.0,0.0,0.0,125.0,2,7,2,8,5,1,0,55,13,1,1,497.0,2,2,0,0.8339299776621459,1.2644025546274904,Mid-tier
1241,1984,2n Cycle,Married,14796.0,1,0,2012-09-17,1,13.0,3.0,8.0,7.0,4.0,16.0,2,1,0,3,9,1,0,41,13,1,1,51.0,0,3,2,-3.092047692617606,0.34884859776136035,Budget
1619,1956,Graduation,Married,90369.0,0,0,2014-04-28,2,292.0,51.0,689.0,173.0,23.0,17.0,1,4,6,6,1,1,0,69,11,0,0,1245.0,2,3,1,3.4185612228367166,-2.579607561932049,Premium
6398,1974,Basic,Married,18393.0,1,0,2014-03-29,2,7.0,10.0,13.0,16.0,0.0,4.0,2,3,0,3,8,0,0,51,11,1,1,50.0,1,3,2,-2.778029809556664,-0.710971669301456,Budget
10623,1961,Master,Together,48330.0,0,1,2013-11-15,2,28.0,0.0,5.0,0.0,0.0,1.0,1,1,0,3,5,0,0,64,12,1,1,34.0,3,5,2,-2.1272337204838276,-0.9580875542343347,Budget
4867,1968,PhD,Single,38236.0,1,1,2013-09-20,2,58.0,0.0,18.0,2.0,0.0,10.0,4,3,0,4,7,0,0,57,12,2,1,88.0,4,4,2,-2.237479788534148,0.7390453732975152,Budget
4865,1974,Master,Divorced,53367.0,1,1,2013-08-31,2,229.0,7.0,140.0,10.0,3.0,11.0,7,5,1,8,7,1,0,51,12,2,1,400.0,3,2,0,-0.9179453247335008,1.9608920053347028,Mid-tier
6287,1986,Graduation,Together,34728.0,1,0,2013-07-30,2,14.0,0.0,16.0,0.0,0.0,6.0,1,1,1,2,6,1,0,39,12,1,1,36.0,2,5,2,-2.5833725963177163,-1.039026229652954,Budget
4405,1956,Master,Married,63915.0,0,2,2013-07-30,2,622.0,7.0,115.0,30.0,0.0,15.0,2,6,3,12,5,0,0,69,12,2,1,789.0,3,3,0,0.8738983897974371,0.7484166345660649,Mid-tier
5332,1960,2n Cycle,Married,82504.0,0,0,2013-07-27,2,362.0,50.0,431.0,134.0,35.0,54.0,1,3,6,7,1,0,0,65,12,0,0,1066.0,0,3,1,2.9773980678880876,-1.8527802538859692,Premium
1519,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38.0,4.0,22.0,3.0,3.0,3.0,3,3,0,3,8,1,0,53,12,2,1,73.0,4,4,2,-2.414345644101562,0.4823695995110466,Budget
9080,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38.0,4.0,22.0,3.0,3.0,3.0,3,3,0,3,8,0,0,53,12,2,1,73.0,4,4,2,-2.414345644101562,0.4823695995110466,Budget
5510,1977,Master,Married,43263.0,0,1,2012-11-21,2,262.0,6.0,61.0,0.0,10.0,102.0,3,5,2,6,5,0,0,48,13,1,1,441.0,3,3,0,-0.4651922369737892,1.3846518321593793,Mid-tier
7022,1971,Graduation,Married,76445.0,1,0,2012-09-28,2,739.0,107.0,309.0,140.0,80.0,35.0,1,2,5,13,6,0,0,54,13,1,1,1410.0,2,3,1,3.7305694106530396,-0.1764192388213346,Premium
9999,1965,Graduation,Together,75276.0,0,0,2012-09-27,2,610.0,105.0,125.0,137.0,42.0,21.0,1,9,4,9,5,0,0,60,13,0,0,1040.0,2,5,1,3.0612502005828457,0.5759478831931003,Premium
7919,1976,PhD,Together,72335.0,0,0,2012-08-13,2,1004.0,105.0,653.0,28.0,21.0,1.0,1,10,4,8,8,1,0,49,13,0,0,1812.0,4,5,1,2.9937564946343493,1.5098842115231486,Premium
9888,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,458.0,81.0,356.0,106.0,50.0,40.0,1,4,4,7,2,0,0,56,11,0,0,1091.0,2,5,1,2.516131159489416,-2.0109491423673633,Premium
4399,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,458.0,81.0,356.0,106.0,50.0,40.0,1,4,4,7,2,0,0,56,11,0,0,1091.0,2,5,1,2.516131159489416,-2.0109491423673633,Premium
4452,1957,Graduation,Single,50388.0,0,1,2014-05-28,3,292.0,6.0,37.0,0.0,3.0,34.0,4,6,1,6,7,1,0,68,11,1,1,372.0,2,4,0,-1.03695705199572,0.7304831182585003,Mid-tier
4785,1970,PhD,Together,77622.0,0,2,2014-04-14,3,520.0,7.0,154.0,19.0,0.0,14.0,2,6,3,11,3,0,0,55,11,2,1,714.0,4,5,0,0.9688453912679291,-0.35685431342722207,Mid-tier
3878,1980,2n Cycle,Single,31859.0,1,0,2014-02-27,3,3.0,4.0,7.0,15.0,8.0,11.0,1,1,0,3,7,0,0,45,11,1,1,48.0,0,4,2,-2.613195175821507,-1.6005975156738321,Budget
4098,1973,Graduation,Married,24639.0,1,1,2014-01-28,3,20.0,3.0,16.0,0.0,4.0,1.0,3,2,0,4,6,0,0,52,11,2,1,44.0,2,3,2,-2.577815771538702,-0.7349081568473811,Budget
158,1945,PhD,Together,71604.0,0,0,2013-11-17,3,345.0,53.0,528.0,98.0,75.0,97.0,1,8,3,5,4,1,0,80,12,0,0,1196.0,4,5,1,3.0085521362071406,-0.07647259657668279,Premium
9970,1977,Graduation,Together,55375.0,0,1,2013-10-17,3,42.0,11.0,57.0,10.0,28.0,14.0,1,1,1,6,2,0,0,48,12,1,1,162.0,2,5,2,-0.8457068505378124,-1.6140112991763569,Budget
4002,1960,PhD,Married,77037.0,0,1,2013-10-13,3,463.0,96.0,333.0,168.0,53.0,10.0,1,7,7,12,3,0,0,65,12,1,1,1123.0,4,3,1,4.133308310360879,-0.656517609733497,Premium
7279,1969,PhD,Together,69476.0,0,0,2013-09-30,3,260.0,86.0,559.0,63.0,9.0,67.0,1,4,6,4,2,0,0,56,12,0,0,1044.0,4,5,1,2.287836908593274,-1.3324820305795817,Premium
6379,1949,Master,Widow,47570.0,1,1,2013-05-29,3,67.0,1.0,20.0,0.0,2.0,31.0,3,2,2,2,7,1,0,76,12,2,1,121.0,3,6,2,-1.856323219831064,0.27273117648113276,Budget
8601,1980,Graduation,Married,80011.0,0,1,2013-04-29,3,421.0,76.0,536.0,82.0,125.0,102.0,2,8,6,5,4,0,0,45,12,1,1,1342.0,2,3,1,3.876929858401821,-0.2390281009807886,Premium
1041,1973,PhD,Single,48432.0,0,1,2012-10-18,3,322.0,3.0,50.0,4.0,3.0,42.0,5,7,1,6,8,1,0,52,13,1,1,424.0,4,4,0,-0.9793764469849838,2.708368571009399,Mid-tier
492,1973,PhD,YOLO,48432.0,0,1,2012-10-18,3,322.0,3.0,50.0,4.0,3.0,42.0,5,7,1,6,8,0,0,52,13,1,1,424.0,4,7,0,-0.9889379790478142,2.691032119978182,Mid-tier
11133,1973,PhD,YOLO,48432.0,0,1,2012-10-18,3,322.0,3.0,50.0,4.0,3.0,42.0,5,7,1,6,8,1,0,52,13,1,1,424.0,4,7,0,-0.9889379790478142,2.691032119978182,Mid-tier
8278,1990,PhD,Married,74214.0,0,0,2012-08-26,3,863.0,83.0,547.0,86.0,99.0,33.0,1,8,2,5,5,0,0,35,13,0,0,1711.0,4,3,1,3.22919478799728,0.4019234848805837,Premium
6815,1980,2n Cycle,Married,96547.0,0,0,2014-05-23,4,448.0,21.0,125.0,52.0,101.0,62.0,0,7,6,8,2,1,0,45,11,0,0,809.0,0,3,1,2.7831996245196375,-1.6821177144767472,Premium
254,1955,Graduation,Together,53863.0,0,1,2014-05-17,4,399.0,4.0,30.0,6.0,4.0,30.0,3,7,1,7,7,0,0,70,11,1,1,473.0,2,5,0,-0.6628186657017361,0.6686739986717603,Mid-tier
1349,1970,Graduation,Married,50447.0,2,0,2014-04-21,4,85.0,7.0,24.0,2.0,3.0,27.0,1,3,1,3,6,0,0,55,11,2,1,148.0,2,3,2,-1.7164818535936717,-1.1467764184936555,Budget
2534,1953,Graduation,Married,37716.0,0,1,2014-04-21,4,97.0,1.0,41.0,6.0,2.0,41.0,2,4,1,3,7,0,0,72,11,1,1,188.0,2,3,2,-1.7929187732303484,-0.3301828634415053,Budget
2130,1982,Graduation,Together,45203.0,2,0,2014-03-23,4,35.0,3.0,67.0,10.0,8.0,24.0,1,3,1,3,6,1,0,43,11,2,1,147.0,2,5,2,-1.8252217244754674,-1.2971622497289679,Budget
2296,1975,Master,Married,37368.0,1,0,2013-12-16,4,3.0,2.0,11.0,2.0,2.0,10.0,1,1,0,2,6,0,0,50,12,1,1,30.0,3,3,2,-2.5178346280642634,-0.8761063809152324,Budget
3799,1955,Graduation,Married,67225.0,0,1,2013-11-26,4,315.0,35.0,322.0,46.0,7.0,143.0,3,7,2,11,5,0,0,70,12,1,1,868.0,2,3,0,1.8627495640469665,1.1545017971630205,Mid-tier
11084,1976,Master,Together,65104.0,0,1,2013-11-14,4,738.0,0.0,232.0,13.0,20.0,50.0,2,3,5,7,7,1,0,49,12,1,1,1053.0,3,5,0,0.5607455943821803,0.46135694547200284,Mid-tier
5172,1976,Master,Together,65104.0,0,1,2013-11-14,4,738.0,0.0,232.0,13.0,20.0,50.0,2,3,5,7,7,0,0,49,12,1,1,1053.0,3,5,0,0.5607455943821803,0.46135694547200284,Mid-tier
4477,1958,Graduation,Together,69096.0,0,1,2013-09-27,4,247.0,49.0,159.0,7.0,82.0,109.0,1,5,2,10,4,0,0,67,12,1,1,653.0,2,5,1,1.7634558307839456,-0.1535040404717036,Premium
1945,1962,Graduation,Married,71434.0,0,1,2013-09-18,4,711.0,36.0,217.0,172.0,96.0,168.0,3,7,4,7,4,0,0,63,12,1,1,1400.0,2,3,1,3.7288053043568414,0.6934914932608642,Premium
10832,1958,Graduation,Together,46610.0,0,0,2013-07-18,4,288.0,10.0,30.0,4.0,10.0,125.0,1,6,1,6,6,0,0,67,12,0,0,467.0,2,5,0,-0.3076329185998352,0.6109256695850261,Mid-tier
2404,1976,Graduation,Married,53359.0,1,1,2013-05-27,4,173.0,4.0,30.0,3.0,6.0,41.0,4,5,1,4,7,0,0,49,12,2,1,257.0,2,3,2,-1.3880822750581472,0.9454055556315969,Budget
8755,1946,Master,Married,68657.0,0,0,2013-02-20,4,482.0,34.0,471.0,119.0,68.0,22.0,1,3,5,9,7,0,0,79,12,0,0,1196.0,3,3,1,2.3938482467490894,-0.3830113952509996,Premium
10177,1954,Graduation,Divorced,72071.0,0,1,2013-02-14,4,531.0,69.0,300.0,150.0,125.0,150.0,3,5,4,8,2,0,0,71,12,1,1,1325.0,2,2,1,4.202156129653749,-0.17210728617615284,Premium
2429,1954,Graduation,Divorced,72071.0,0,1,2013-02-14,4,531.0,69.0,300.0,150.0,125.0,150.0,3,5,4,8,2,0,0,71,12,1,1,1325.0,2,2,1,4.202156129653749,-0.17210728617615284,Premium
8430,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,9.0,0.0,6.0,3.0,1.0,3.0,1,0,0,3,5,0,0,68,13,1,1,22.0,2,5,2,-2.563369471202417,-0.5090876138872412,Budget
8619,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,9.0,0.0,6.0,3.0,1.0,3.0,1,0,0,3,5,0,0,68,13,1,1,22.0,2,5,2,-2.563369471202417,-0.5090876138872412,Budget
8996,1957,PhD,Married,51381.5,2,1,2012-11-19,4,230.0,42.0,192.0,49.0,37.0,53.0,12,7,2,8,9,0,0,68,13,3,1,603.0,4,3,0,0.31820112830264036,4.777777094137626,Mid-tier
7233,1972,Graduation,Married,69209.0,0,0,2012-09-17,4,496.0,32.0,689.0,173.0,48.0,128.0,2,5,3,6,4,0,0,53,13,0,0,1566.0,2,3,1,3.2808221104586117,0.18043941379135792,Premium
6678,1989,Graduation,Together,31928.0,1,0,2014-03-28,5,33.0,4.0,24.0,4.0,2.0,5.0,2,3,0,4,7,0,0,36,11,1,1,72.0,2,5,2,-2.4973043310584107,-0.8253673981027516,Budget
830,1987,PhD,Single,74004.0,0,0,2014-02-24,5,784.0,48.0,560.0,42.0,125.0,48.0,1,4,6,4,3,1,0,38,11,0,0,1607.0,4,4,1,3.0395470793626447,-1.648756464583226,Premium
6770,1985,Graduation,Married,21355.0,1,0,2013-08-20,5,5.0,13.0,14.0,0.0,5.0,31.0,2,2,1,2,6,1,0,40,12,1,1,68.0,2,3,2,-2.466440359605415,-0.4991488502060835,Budget
2261,1969,Graduation,Married,26304.0,1,0,2013-06-23,5,4.0,1.0,5.0,2.0,0.0,4.0,1,1,0,2,7,0,0,56,12,1,1,16.0,2,3,2,-2.849864680163419,-0.744487776777493,Budget
10641,1978,Graduation,Single,7500.0,1,1,2012-12-27,5,6.0,5.0,5.0,13.0,4.0,25.0,4,2,1,3,6,0,0,47,13,2,1,58.0,2,4,2,-2.5968272545882716,0.8009788965349153,Budget
4211,1986,Basic,Married,20425.0,1,0,2012-10-29,5,4.0,12.0,5.0,3.0,16.0,17.0,2,2,0,3,7,0,0,39,13,1,1,57.0,1,3,2,-2.5551603989908114,0.17702984781393574,Budget
1407,1986,Basic,Married,20425.0,1,0,2012-10-29,5,4.0,12.0,5.0,3.0,16.0,17.0,2,2,0,3,7,0,0,39,13,1,1,57.0,1,3,2,-2.5551603989908114,0.17702984781393574,Budget
10356,1957,PhD,Divorced,41437.0,1,1,2012-09-22,5,29.0,0.0,5.0,0.0,0.0,1.0,1,1,0,3,7,0,0,68,13,2,1,35.0,4,2,2,-2.341291952749936,0.1469620433821351,Budget
6343,1959,Graduation,Married,79823.0,0,1,2014-03-31,6,835.0,73.0,380.0,114.0,73.0,43.0,1,6,9,7,2,0,0,66,11,1,1,1518.0,2,3,1,4.1426387998104985,-1.4953413943855136,Premium
8545,1954,Graduation,Divorced,85683.0,0,0,2014-03-21,6,1004.0,17.0,311.0,45.0,69.0,51.0,1,2,4,10,1,1,0,71,11,0,0,1497.0,2,2,1,2.887316778965889,-1.555074489537092,Premium
10673,1976,PhD,Married,68397.0,0,1,2013-11-17,6,760.0,80.0,466.0,17.0,13.0,80.0,1,6,9,5,3,0,0,49,12,1,1,1416.0,4,3,1,2.854350264071725,-0.33777424138125084,Premium
8799,1984,PhD,Married,38175.0,1,0,2013-09-23,6,70.0,6.0,69.0,2.0,3.0,3.0,3,3,1,4,7,0,0,41,12,1,1,153.0,4,3,2,-2.0529865863127936,0.2735518373395648,Budget
67,1972,Master,Single,46423.0,1,1,2013-09-18,6,68.0,0.0,16.0,0.0,0.0,8.0,3,2,0,4,7,0,0,53,12,2,1,92.0,3,4,2,-2.2122288209171224,0.16577832976841372,Budget
9923,1972,Master,Single,46423.0,1,1,2013-09-18,6,68.0,0.0,16.0,0.0,0.0,8.0,3,2,0,4,7,0,0,53,12,2,1,92.0,3,4,2,-2.2122288209171224,0.16577832976841372,Budget
2814,1976,Master,Together,30560.0,1,0,2013-06-27,6,9.0,1.0,5.0,4.0,5.0,7.0,1,1,0,3,7,0,0,49,12,1,1,31.0,3,5,2,-2.6456164738341643,-0.6736586344443815,Budget
2711,1976,Master,Together,30560.0,1,0,2013-06-27,6,9.0,1.0,5.0,4.0,5.0,7.0,1,1,0,3,7,0,0,49,12,1,1,31.0,3,5,2,-2.6456164738341643,-0.6736586344443815,Budget
4320,1979,Graduation,Single,60152.0,0,1,2013-03-28,6,325.0,83.0,300.0,86.0,58.0,91.0,1,6,4,12,3,0,0,46,12,1,1,943.0,2,4,1,2.899474131768697,-0.5574224689987044,Premium
10814,1947,Graduation,Together,70321.0,0,0,2013-01-16,6,303.0,23.0,689.0,82.0,26.0,172.0,1,6,5,13,4,1,0,78,12,0,0,1295.0,2,5,1,3.6101875614414487,0.18964319503180133,Premium
8151,1990,Basic,Married,24279.0,0,0,2012-12-29,6,16.0,36.0,21.0,20.0,62.0,108.0,1,4,1,3,8,0,0,35,13,0,0,263.0,1,3,2,-1.1065414413332133,0.4888398235046368,Budget
3498,1976,PhD,Married,55424.0,0,1,2012-11-25,6,462.0,61.0,184.0,10.0,53.0,107.0,4,7,5,9,6,1,0,49,13,1,1,877.0,4,3,0,1.7826232441474636,2.1514299774403365,Mid-tier
2870,1973,Graduation,Married,49094.0,0,1,2012-09-21,6,376.0,0.0,38.0,11.0,8.0,69.0,5,6,3,6,6,0,0,52,13,1,1,502.0,2,3,0,-0.4002436679012203,2.1629065716681786,Mid-tier
10862,1960,Master,Married,30522.0,0,1,2012-08-17,6,179.0,8.0,83.0,19.0,11.0,26.0,5,1,2,9,2,0,0,65,13,1,1,326.0,3,3,0,-0.6427434823666984,0.708942410903069,Mid-tier
2546,1977,2n Cycle,Single,31878.0,0,1,2014-06-22,7,23.0,4.0,5.0,10.0,5.0,23.0,1,1,0,4,3,0,0,48,11,1,1,70.0,0,4,2,-2.0578131098815606,-2.1512678028502,Budget
2930,1978,Master,Single,68092.0,0,0,2013-12-16,7,852.0,60.0,207.0,78.0,36.0,48.0,2,2,6,10,5,0,0,47,12,0,0,1281.0,3,4,1,2.252402695436345,-0.21624594354182686,Premium
1212,1973,Graduation,Married,52845.0,1,0,2013-08-13,7,384.0,25.0,292.0,130.0,41.0,64.0,3,8,8,6,6,0,0,52,12,1,1,936.0,2,3,1,2.050534912004609,0.6541154786347937,Premium
10905,1955,Graduation,Together,42586.0,1,1,2012-10-29,7,194.0,2.0,56.0,0.0,0.0,1.0,5,4,1,6,8,1,0,70,13,2,1,253.0,2,5,0,-1.626756983384624,1.9728433235734832,Mid-tier
8910,1955,Graduation,Together,42586.0,1,1,2012-10-29,7,194.0,2.0,56.0,0.0,0.0,1.0,5,4,1,6,8,1,0,70,13,2,1,253.0,2,5,0,-1.626756983384624,1.9728433235734832,Mid-tier
4290,1972,Graduation,Married,30467.0,1,0,2014-03-19,8,3.0,3.0,8.0,2.0,5.0,5.0,1,1,0,2,7,0,0,53,11,1,1,26.0,2,3,2,-2.789402034030587,-1.401050257107378,Budget
9986,1982,Graduation,Together,19444.0,1,0,2014-02-22,8,16.0,0.0,23.0,3.0,2.0,10.0,3,4,1,2,7,1,0,43,11,1,1,54.0,2,5,2,-2.709585606959597,-0.38020376152272956,Budget
8235,1956,Master,Together,69245.0,0,1,2014-01-24,8,428.0,30.0,214.0,80.0,30.0,61.0,2,6,5,10,3,0,0,69,11,1,1,843.0,3,5,1,2.12274941188129,-0.5620027341693203,Premium
10949,1963,PhD,Divorced,72968.0,0,0,2013-12-16,8,1004.0,37.0,592.0,145.0,37.0,55.0,1,5,5,8,3,1,0,62,12,0,0,1870.0,4,2,1,3.68609789211709,-0.4708642341330687,Premium
9529,1990,Graduation,Married,73687.0,0,0,2013-11-28,8,559.0,120.0,503.0,173.0,13.0,172.0,1,3,9,9,2,1,0,35,12,0,0,1540.0,2,3,1,4.690080565576735,-1.3240419963064656,Premium
232,1965,Graduation,Single,61559.0,0,1,2013-07-17,8,279.0,83.0,88.0,32.0,14.0,34.0,1,4,2,10,3,0,0,60,12,1,1,530.0,2,4,0,1.0238577338572765,-0.8084495923118183,Mid-tier
10669,1981,Graduation,Married,54386.0,0,1,2013-05-17,8,277.0,21.0,64.0,62.0,21.0,25.0,2,3,2,10,3,0,0,44,12,1,1,470.0,2,3,0,0.3038898204648763,-0.6460926002364434,Mid-tier
5682,1953,PhD,Single,64108.0,0,1,2013-03-23,8,948.0,10.0,86.0,13.0,21.0,21.0,4,6,9,11,5,0,0,72,12,1,1,1099.0,4,4,0,1.884894587548357,1.5946741898664076,Mid-tier
1570,1951,PhD,Together,69702.0,0,1,2013-02-19,8,664.0,9.0,240.0,50.0,19.0,57.0,2,7,7,10,4,0,0,74,12,1,1,1039.0,4,5,0,2.2531820126730713,0.750965804926467,Mid-tier
1497,1952,Graduation,Single,47958.0,0,1,2013-01-19,8,268.0,11.0,88.0,15.0,3.0,22.0,2,6,3,5,5,0,0,73,12,1,1,407.0,2,4,0,-0.44638650643769523,0.24315733844290796,Mid-tier
7373,1952,PhD,Divorced,46610.0,0,2,2012-10-29,8,96.0,12.0,96.0,33.0,22.0,43.0,6,4,1,6,6,1,0,73,13,2,1,302.0,4,2,0,-0.6590958795200726,2.070280240484033,Mid-tier
263,1945,PhD,Single,45576.0,0,0,2014-05-28,9,56.0,19.0,29.0,2.0,14.0,25.0,1,3,1,3,8,1,0,80,11,0,0,145.0,4,4,2,-1.652698284589349,-0.5559356558795846,Budget
4619,1945,PhD,Single,113734.0,0,0,2014-05-28,9,6.0,2.0,5.0,1.0,125.0,3.0,0,27,0,0,1,0,0,80,11,0,0,142.0,4,4,0,2.430667896320723,1.0229529619965914,Mid-tier
940,1987,Graduation,Single,57100.0,1,0,2014-05-18,9,158.0,11.0,99.0,15.0,11.0,17.0,2,3,2,7,3,0,0,38,11,1,1,311.0,2,4,2,-0.5964957746703532,-1.4074209462905278,Budget
