Id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Age,Customer_Tenure,children,Is_Parent,Total_Spent
5794,1974,PhD,Married,46374.0,0,1,2014-03-17,1,408.0,0.0,21.0,0.0,0.0,17.0,3,7,1,7,8,1,0,51,11,1,1,446.0
3068,1990,Graduation,Married,18351.0,0,0,2013-10-29,1,3.0,12.0,9.0,0.0,14.0,7.0,1,2,0,3,7,0,0,35,12,0,0,45.0
3767,1968,Graduation,Married,61314.0,0,1,2013-04-25,1,378.0,0.0,189.0,97.0,125.0,172.0,2,5,5,12,3,0,0,57,12,1,1,961.0
5585,1972,Graduation,Single,21359.0,1,0,2013-04-20,1,12.0,2.0,17.0,6.0,1.0,10.0,2,2,0,3,8,1,0,53,12,1,1,48.0
7030,1955,PhD,Married,66465.0,0,1,2013-03-30,1,1004.0,0.0,204.0,38.0,29.0,14.0,3,11,9,12,6,0,0,70,12,1,1,1289.0
3657,1986,Graduation,Single,39146.0,1,0,2013-02-14,1,94.0,1.0,33.0,13.0,12.0,12.0,3,4,0,4,8,0,0,39,12,1,1,165.0
5740,1970,2n Cycle,Divorced,25959.0,1,1,2013-02-14,1,4.0,2.0,12.0,7.0,5.0,26.0,2,1,2,2,6,1,0,55,12,2,1,56.0
5114,1965,Master,Married,74806.0,0,1,2012-12-19,1,670.0,9.0,249.0,0.0,28.0,9.0,2,5,4,5,4,0,0,60,13,1,1,965.0
340,1970,Graduation,Divorced,72967.0,0,1,2012-12-15,1,158.0,35.0,179.0,0.0,0.0,125.0,2,7,2,8,5,1,0,55,13,1,1,497.0
1241,1984,2n Cycle,Married,14796.0,1,0,2012-09-17,1,13.0,3.0,8.0,7.0,4.0,16.0,2,1,0,3,9,1,0,41,13,1,1,51.0
1619,1956,Graduation,Married,90369.0,0,0,2014-04-28,2,292.0,51.0,689.0,173.0,23.0,17.0,1,4,6,6,1,1,0,69,11,0,0,1245.0
6398,1974,Basic,Married,18393.0,1,0,2014-03-29,2,7.0,10.0,13.0,16.0,0.0,4.0,2,3,0,3,8,0,0,51,11,1,1,50.0
10623,1961,Master,Together,48330.0,0,1,2013-11-15,2,28.0,0.0,5.0,0.0,0.0,1.0,1,1,0,3,5,0,0,64,12,1,1,34.0
4867,1968,PhD,Single,38236.0,1,1,2013-09-20,2,58.0,0.0,18.0,2.0,0.0,10.0,4,3,0,4,7,0,0,57,12,2,1,88.0
4865,1974,Master,Divorced,53367.0,1,1,2013-08-31,2,229.0,7.0,140.0,10.0,3.0,11.0,7,5,1,8,7,1,0,51,12,2,1,400.0
6287,1986,Graduation,Together,34728.0,1,0,2013-07-30,2,14.0,0.0,16.0,0.0,0.0,6.0,1,1,1,2,6,1,0,39,12,1,1,36.0
4405,1956,Master,Married,63915.0,0,2,2013-07-30,2,622.0,7.0,115.0,30.0,0.0,15.0,2,6,3,12,5,0,0,69,12,2,1,789.0
5332,1960,2n Cycle,Married,82504.0,0,0,2013-07-27,2,362.0,50.0,431.0,134.0,35.0,54.0,1,3,6,7,1,0,0,65,12,0,0,1066.0
1519,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38.0,4.0,22.0,3.0,3.0,3.0,3,3,0,3,8,1,0,53,12,2,1,73.0
9080,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38.0,4.0,22.0,3.0,3.0,3.0,3,3,0,3,8,0,0,53,12,2,1,73.0
5510,1977,Master,Married,43263.0,0,1,2012-11-21,2,262.0,6.0,61.0,0.0,10.0,102.0,3,5,2,6,5,0,0,48,13,1,1,441.0
7022,1971,Graduation,Married,76445.0,1,0,2012-09-28,2,739.0,107.0,309.0,140.0,80.0,35.0,1,2,5,13,6,0,0,54,13,1,1,1410.0
9999,1965,Graduation,Together,75276.0,0,0,2012-09-27,2,610.0,105.0,125.0,137.0,42.0,21.0,1,9,4,9,5,0,0,60,13,0,0,1040.0
7919,1976,PhD,Together,72335.0,0,0,2012-08-13,2,1004.0,105.0,653.0,28.0,21.0,1.0,1,10,4,8,8,1,0,49,13,0,0,1812.0
9888,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,458.0,81.0,356.0,106.0,50.0,40.0,1,4,4,7,2,0,0,56,11,0,0,1091.0
4399,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,458.0,81.0,356.0,106.0,50.0,40.0,1,4,4,7,2,0,0,56,11,0,0,1091.0
4452,1957,Graduation,Single,50388.0,0,1,2014-05-28,3,292.0,6.0,37.0,0.0,3.0,34.0,4,6,1,6,7,1,0,68,11,1,1,372.0
4785,1970,PhD,Together,77622.0,0,2,2014-04-14,3,520.0,7.0,154.0,19.0,0.0,14.0,2,6,3,11,3,0,0,55,11,2,1,714.0
3878,1980,2n Cycle,Single,31859.0,1,0,2014-02-27,3,3.0,4.0,7.0,15.0,8.0,11.0,1,1,0,3,7,0,0,45,11,1,1,48.0
4098,1973,Graduation,Married,24639.0,1,1,2014-01-28,3,20.0,3.0,16.0,0.0,4.0,1.0,3,2,0,4,6,0,0,52,11,2,1,44.0
158,1945,PhD,Together,71604.0,0,0,2013-11-17,3,345.0,53.0,528.0,98.0,75.0,97.0,1,8,3,5,4,1,0,80,12,0,0,1196.0
9970,1977,Graduation,Together,55375.0,0,1,2013-10-17,3,42.0,11.0,57.0,10.0,28.0,14.0,1,1,1,6,2,0,0,48,12,1,1,162.0
4002,1960,PhD,Married,77037.0,0,1,2013-10-13,3,463.0,96.0,333.0,168.0,53.0,10.0,1,7,7,12,3,0,0,65,12,1,1,1123.0
7279,1969,PhD,Together,69476.0,0,0,2013-09-30,3,260.0,86.0,559.0,63.0,9.0,67.0,1,4,6,4,2,0,0,56,12,0,0,1044.0
6379,1949,Master,Widow,47570.0,1,1,2013-05-29,3,67.0,1.0,20.0,0.0,2.0,31.0,3,2,2,2,7,1,0,76,12,2,1,121.0
8601,1980,Graduation,Married,80011.0,0,1,2013-04-29,3,421.0,76.0,536.0,82.0,125.0,102.0,2,8,6,5,4,0,0,45,12,1,1,1342.0
1041,1973,PhD,Single,48432.0,0,1,2012-10-18,3,322.0,3.0,50.0,4.0,3.0,42.0,5,7,1,6,8,1,0,52,13,1,1,424.0
492,1973,PhD,YOLO,48432.0,0,1,2012-10-18,3,322.0,3.0,50.0,4.0,3.0,42.0,5,7,1,6,8,0,0,52,13,1,1,424.0
11133,1973,PhD,YOLO,48432.0,0,1,2012-10-18,3,322.0,3.0,50.0,4.0,3.0,42.0,5,7,1,6,8,1,0,52,13,1,1,424.0
8278,1990,PhD,Married,74214.0,0,0,2012-08-26,3,863.0,83.0,547.0,86.0,99.0,33.0,1,8,2,5,5,0,0,35,13,0,0,1711.0
6815,1980,2n Cycle,Married,96547.0,0,0,2014-05-23,4,448.0,21.0,125.0,52.0,101.0,62.0,0,7,6,8,2,1,0,45,11,0,0,809.0
254,1955,Graduation,Together,53863.0,0,1,2014-05-17,4,399.0,4.0,30.0,6.0,4.0,30.0,3,7,1,7,7,0,0,70,11,1,1,473.0
1349,1970,Graduation,Married,50447.0,2,0,2014-04-21,4,85.0,7.0,24.0,2.0,3.0,27.0,1,3,1,3,6,0,0,55,11,2,1,148.0
2534,1953,Graduation,Married,37716.0,0,1,2014-04-21,4,97.0,1.0,41.0,6.0,2.0,41.0,2,4,1,3,7,0,0,72,11,1,1,188.0
2130,1982,Graduation,Together,45203.0,2,0,2014-03-23,4,35.0,3.0,67.0,10.0,8.0,24.0,1,3,1,3,6,1,0,43,11,2,1,147.0
2296,1975,Master,Married,37368.0,1,0,2013-12-16,4,3.0,2.0,11.0,2.0,2.0,10.0,1,1,0,2,6,0,0,50,12,1,1,30.0
3799,1955,Graduation,Married,67225.0,0,1,2013-11-26,4,315.0,35.0,322.0,46.0,7.0,143.0,3,7,2,11,5,0,0,70,12,1,1,868.0
11084,1976,Master,Together,65104.0,0,1,2013-11-14,4,738.0,0.0,232.0,13.0,20.0,50.0,2,3,5,7,7,1,0,49,12,1,1,1053.0
5172,1976,Master,Together,65104.0,0,1,2013-11-14,4,738.0,0.0,232.0,13.0,20.0,50.0,2,3,5,7,7,0,0,49,12,1,1,1053.0
4477,1958,Graduation,Together,69096.0,0,1,2013-09-27,4,247.0,49.0,159.0,7.0,82.0,109.0,1,5,2,10,4,0,0,67,12,1,1,653.0
1945,1962,Graduation,Married,71434.0,0,1,2013-09-18,4,711.0,36.0,217.0,172.0,96.0,168.0,3,7,4,7,4,0,0,63,12,1,1,1400.0
10832,1958,Graduation,Together,46610.0,0,0,2013-07-18,4,288.0,10.0,30.0,4.0,10.0,125.0,1,6,1,6,6,0,0,67,12,0,0,467.0
2404,1976,Graduation,Married,53359.0,1,1,2013-05-27,4,173.0,4.0,30.0,3.0,6.0,41.0,4,5,1,4,7,0,0,49,12,2,1,257.0
8755,1946,Master,Married,68657.0,0,0,2013-02-20,4,482.0,34.0,471.0,119.0,68.0,22.0,1,3,5,9,7,0,0,79,12,0,0,1196.0
10177,1954,Graduation,Divorced,72071.0,0,1,2013-02-14,4,531.0,69.0,300.0,150.0,125.0,150.0,3,5,4,8,2,0,0,71,12,1,1,1325.0
2429,1954,Graduation,Divorced,72071.0,0,1,2013-02-14,4,531.0,69.0,300.0,150.0,125.0,150.0,3,5,4,8,2,0,0,71,12,1,1,1325.0
8430,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,9.0,0.0,6.0,3.0,1.0,3.0,1,0,0,3,5,0,0,68,13,1,1,22.0
8619,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,9.0,0.0,6.0,3.0,1.0,3.0,1,0,0,3,5,0,0,68,13,1,1,22.0
8996,1957,PhD,Married,51381.5,2,1,2012-11-19,4,230.0,42.0,192.0,49.0,37.0,53.0,12,7,2,8,9,0,0,68,13,3,1,603.0
7233,1972,Graduation,Married,69209.0,0,0,2012-09-17,4,496.0,32.0,689.0,173.0,48.0,128.0,2,5,3,6,4,0,0,53,13,0,0,1566.0
6678,1989,Graduation,Together,31928.0,1,0,2014-03-28,5,33.0,4.0,24.0,4.0,2.0,5.0,2,3,0,4,7,0,0,36,11,1,1,72.0
830,1987,PhD,Single,74004.0,0,0,2014-02-24,5,784.0,48.0,560.0,42.0,125.0,48.0,1,4,6,4,3,1,0,38,11,0,0,1607.0
6770,1985,Graduation,Married,21355.0,1,0,2013-08-20,5,5.0,13.0,14.0,0.0,5.0,31.0,2,2,1,2,6,1,0,40,12,1,1,68.0
2261,1969,Graduation,Married,26304.0,1,0,2013-06-23,5,4.0,1.0,5.0,2.0,0.0,4.0,1,1,0,2,7,0,0,56,12,1,1,16.0
10641,1978,Graduation,Single,7500.0,1,1,2012-12-27,5,6.0,5.0,5.0,13.0,4.0,25.0,4,2,1,3,6,0,0,47,13,2,1,58.0
4211,1986,Basic,Married,20425.0,1,0,2012-10-29,5,4.0,12.0,5.0,3.0,16.0,17.0,2,2,0,3,7,0,0,39,13,1,1,57.0
1407,1986,Basic,Married,20425.0,1,0,2012-10-29,5,4.0,12.0,5.0,3.0,16.0,17.0,2,2,0,3,7,0,0,39,13,1,1,57.0
10356,1957,PhD,Divorced,41437.0,1,1,2012-09-22,5,29.0,0.0,5.0,0.0,0.0,1.0,1,1,0,3,7,0,0,68,13,2,1,35.0
6343,1959,Graduation,Married,79823.0,0,1,2014-03-31,6,835.0,73.0,380.0,114.0,73.0,43.0,1,6,9,7,2,0,0,66,11,1,1,1518.0
8545,1954,Graduation,Divorced,85683.0,0,0,2014-03-21,6,1004.0,17.0,311.0,45.0,69.0,51.0,1,2,4,10,1,1,0,71,11,0,0,1497.0
10673,1976,PhD,Married,68397.0,0,1,2013-11-17,6,760.0,80.0,466.0,17.0,13.0,80.0,1,6,9,5,3,0,0,49,12,1,1,1416.0
8799,1984,PhD,Married,38175.0,1,0,2013-09-23,6,70.0,6.0,69.0,2.0,3.0,3.0,3,3,1,4,7,0,0,41,12,1,1,153.0
67,1972,Master,Single,46423.0,1,1,2013-09-18,6,68.0,0.0,16.0,0.0,0.0,8.0,3,2,0,4,7,0,0,53,12,2,1,92.0
9923,1972,Master,Single,46423.0,1,1,2013-09-18,6,68.0,0.0,16.0,0.0,0.0,8.0,3,2,0,4,7,0,0,53,12,2,1,92.0
2814,1976,Master,Together,30560.0,1,0,2013-06-27,6,9.0,1.0,5.0,4.0,5.0,7.0,1,1,0,3,7,0,0,49,12,1,1,31.0
2711,1976,Master,Together,30560.0,1,0,2013-06-27,6,9.0,1.0,5.0,4.0,5.0,7.0,1,1,0,3,7,0,0,49,12,1,1,31.0
4320,1979,Graduation,Single,60152.0,0,1,2013-03-28,6,325.0,83.0,300.0,86.0,58.0,91.0,1,6,4,12,3,0,0,46,12,1,1,943.0
10814,1947,Graduation,Together,70321.0,0,0,2013-01-16,6,303.0,23.0,689.0,82.0,26.0,172.0,1,6,5,13,4,1,0,78,12,0,0,1295.0
8151,1990,Basic,Married,24279.0,0,0,2012-12-29,6,16.0,36.0,21.0,20.0,62.0,108.0,1,4,1,3,8,0,0,35,13,0,0,263.0
3498,1976,PhD,Married,55424.0,0,1,2012-11-25,6,462.0,61.0,184.0,10.0,53.0,107.0,4,7,5,9,6,1,0,49,13,1,1,877.0
2870,1973,Graduation,Married,49094.0,0,1,2012-09-21,6,376.0,0.0,38.0,11.0,8.0,69.0,5,6,3,6,6,0,0,52,13,1,1,502.0
10862,1960,Master,Married,30522.0,0,1,2012-08-17,6,179.0,8.0,83.0,19.0,11.0,26.0,5,1,2,9,2,0,0,65,13,1,1,326.0
2546,1977,2n Cycle,Single,31878.0,0,1,2014-06-22,7,23.0,4.0,5.0,10.0,5.0,23.0,1,1,0,4,3,0,0,48,11,1,1,70.0
2930,1978,Master,Single,68092.0,0,0,2013-12-16,7,852.0,60.0,207.0,78.0,36.0,48.0,2,2,6,10,5,0,0,47,12,0,0,1281.0
1212,1973,Graduation,Married,52845.0,1,0,2013-08-13,7,384.0,25.0,292.0,130.0,41.0,64.0,3,8,8,6,6,0,0,52,12,1,1,936.0
10905,1955,Graduation,Together,42586.0,1,1,2012-10-29,7,194.0,2.0,56.0,0.0,0.0,1.0,5,4,1,6,8,1,0,70,13,2,1,253.0
8910,1955,Graduation,Together,42586.0,1,1,2012-10-29,7,194.0,2.0,56.0,0.0,0.0,1.0,5,4,1,6,8,1,0,70,13,2,1,253.0
4290,1972,Graduation,Married,30467.0,1,0,2014-03-19,8,3.0,3.0,8.0,2.0,5.0,5.0,1,1,0,2,7,0,0,53,11,1,1,26.0
9986,1982,Graduation,Together,19444.0,1,0,2014-02-22,8,16.0,0.0,23.0,3.0,2.0,10.0,3,4,1,2,7,1,0,43,11,1,1,54.0
8235,1956,Master,Together,69245.0,0,1,2014-01-24,8,428.0,30.0,214.0,80.0,30.0,61.0,2,6,5,10,3,0,0,69,11,1,1,843.0
10949,1963,PhD,Divorced,72968.0,0,0,2013-12-16,8,1004.0,37.0,592.0,145.0,37.0,55.0,1,5,5,8,3,1,0,62,12,0,0,1870.0
9529,1990,Graduation,Married,73687.0,0,0,2013-11-28,8,559.0,120.0,503.0,173.0,13.0,172.0,1,3,9,9,2,1,0,35,12,0,0,1540.0
232,1965,Graduation,Single,61559.0,0,1,2013-07-17,8,279.0,83.0,88.0,32.0,14.0,34.0,1,4,2,10,3,0,0,60,12,1,1,530.0
10669,1981,Graduation,Married,54386.0,0,1,2013-05-17,8,277.0,21.0,64.0,62.0,21.0,25.0,2,3,2,10,3,0,0,44,12,1,1,470.0
5682,1953,PhD,Single,64108.0,0,1,2013-03-23,8,948.0,10.0,86.0,13.0,21.0,21.0,4,6,9,11,5,0,0,72,12,1,1,1099.0
1570,1951,PhD,Together,69702.0,0,1,2013-02-19,8,664.0,9.0,240.0,50.0,19.0,57.0,2,7,7,10,4,0,0,74,12,1,1,1039.0
1497,1952,Graduation,Single,47958.0,0,1,2013-01-19,8,268.0,11.0,88.0,15.0,3.0,22.0,2,6,3,5,5,0,0,73,12,1,1,407.0
7373,1952,PhD,Divorced,46610.0,0,2,2012-10-29,8,96.0,12.0,96.0,33.0,22.0,43.0,6,4,1,6,6,1,0,73,13,2,1,302.0
263,1945,PhD,Single,45576.0,0,0,2014-05-28,9,56.0,19.0,29.0,2.0,14.0,25.0,1,3,1,3,8,1,0,80,11,0,0,145.0
4619,1945,PhD,Single,113734.0,0,0,2014-05-28,9,6.0,2.0,5.0,1.0,125.0,3.0,0,27,0,0,1,0,0,80,11,0,0,142.0
940,1987,Graduation,Single,57100.0,1,0,2014-05-18,9,158.0,11.0,99.0,15.0,11.0,17.0,2,3,2,7,3,0,0,38,11,1,1,311.0
10084,1972,Graduation,Married,24434.0,2,0,2014-05-18,9,3.0,2.0,8.0,20.0,0.0,17.0,2,2,1,2,7,0,0,53,11,2,1,50.0
6019,1971,PhD,Married,37126.0,1,0,2014-03-30,9,45.0,3.0,9.0,4.0,4.0,7.0,1,1,2,2,6,1,0,54,11,1,1,72.0
1463,1958,Graduation,Single,45160.0,1,1,2014-03-29,9,8.0,2.0,5.0,3.0,0.0,3.0,1,1,0,2,7,0,0,67,11,2,1,21.0
6424,1977,Graduation,Together,33178.0,1,0,2014-01-30,9,12.0,6.0,5.0,11.0,2.0,16.0,1,1,0,3,4,0,0,48,11,1,1,52.0
8233,1950,Master,Widow,64866.0,0,1,2014-01-26,9,508.0,5.0,21.0,7.0,5.0,10.0,4,7,3,7,5,0,0,75,11,1,1,556.0
1515,1975,Master,Together,34176.0,0,1,2014-01-22,9,11.0,2.0,7.0,4.0,2.0,2.0,1,1,0,3,3,0,0,50,11,1,1,28.0
10855,1968,Master,Single,50014.0,1,0,2014-01-22,9,234.0,14.0,77.0,19.0,10.0,42.0,2,4,1,8,5,0,0,57,11,1,1,396.0
10909,1948,Graduation,Married,92344.0,0,0,2014-01-15,9,992.0,24.0,689.0,51.0,19.0,119.0,0,5,10,5,1,0,0,77,11,0,0,1894.0
3376,1970,Master,Divorced,55282.0,1,0,2013-12-13,9,125.0,6.0,73.0,8.0,4.0,19.0,1,3,1,6,4,0,0,55,12,1,1,235.0
8897,1965,Graduation,Single,42720.0,1,1,2013-04-24,9,392.0,5.0,91.0,28.0,26.0,112.0,8,7,3,7,8,1,0,60,12,2,1,654.0
25,1958,Graduation,Married,65148.0,0,1,2012-11-16,9,460.0,35.0,422.0,33.0,12.0,153.0,2,6,6,7,4,0,0,67,13,1,1,1115.0
8566,1961,PhD,Together,32583.0,1,1,2014-06-15,10,5.0,0.0,5.0,0.0,0.0,1.0,1,1,0,2,7,0,0,64,11,2,1,11.0
2634,1979,Master,Single,16653.0,1,0,2014-04-18,10,5.0,7.0,31.0,15.0,4.0,7.0,3,2,1,3,6,1,0,46,11,1,1,69.0
8036,1971,2n Cycle,Together,26850.0,1,1,2014-04-18,10,31.0,1.0,13.0,7.0,2.0,9.0,4,2,1,4,4,0,0,54,11,2,1,63.0
7628,1973,2n Cycle,Married,43050.0,1,0,2014-03-18,10,30.0,5.0,24.0,6.0,3.0,8.0,2,2,0,4,5,0,0,52,11,1,1,76.0
1384,1992,Basic,Married,17256.0,1,0,2013-11-23,10,6.0,4.0,14.0,8.0,8.0,22.0,2,2,1,2,8,0,0,33,12,1,1,62.0
10150,1961,Graduation,Single,86429.0,0,0,2013-11-21,10,464.0,28.0,689.0,29.0,18.0,37.0,0,7,4,7,2,1,0,64,12,0,0,1265.0
3885,1983,PhD,Married,33569.0,1,0,2013-10-16,10,16.0,2.0,18.0,3.0,0.0,24.0,1,1,1,2,8,1,0,42,12,1,1,63.0
8026,1952,Graduation,Married,62998.0,0,1,2013-09-30,10,120.0,58.0,73.0,65.0,89.0,58.0,5,5,4,5,5,0,0,73,12,1,1,463.0
577,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,9.0,1.0,7.0,0.0,3.0,2.0,2,1,0,3,7,0,0,49,12,2,1,22.0
8702,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,9.0,1.0,7.0,0.0,3.0,2.0,2,1,0,3,7,0,0,49,12,2,1,22.0
5429,1948,PhD,Married,45579.0,0,1,2013-08-20,10,145.0,1.0,33.0,2.0,1.0,1.0,1,4,1,4,6,0,0,77,12,1,1,183.0
2793,1976,PhD,Divorced,70179.0,0,1,2013-07-21,10,532.0,88.0,168.0,69.0,44.0,133.0,3,7,3,13,5,0,0,49,12,1,1,1034.0
1071,1976,PhD,Divorced,70179.0,0,1,2013-07-21,10,532.0,88.0,168.0,69.0,44.0,133.0,3,7,3,13,5,0,0,49,12,1,1,1034.0
2632,1954,Graduation,Married,50501.0,1,1,2013-06-18,10,297.0,0.0,38.0,13.0,0.0,152.0,7,5,4,4,6,1,0,71,12,2,1,500.0
6404,1969,Graduation,Together,58917.0,1,2,2013-03-24,10,151.0,7.0,89.0,0.0,7.0,28.0,5,4,1,6,5,0,0,56,12,3,1,282.0
10240,1949,Graduation,Together,69372.0,0,0,2013-02-19,10,997.0,26.0,269.0,34.0,13.0,42.0,1,10,4,6,4,1,0,76,12,0,0,1381.0
5067,1994,Graduation,Together,80134.0,0,0,2014-02-14,11,966.0,26.0,282.0,52.0,26.0,26.0,1,2,7,11,5,0,0,31,11,0,0,1378.0
1994,1983,Graduation,Married,51381.5,1,0,2013-11-15,11,5.0,5.0,6.0,0.0,2.0,1.0,1,1,0,2,7,0,0,42,12,1,1,19.0
2552,1955,PhD,Single,55521.0,1,2,2013-10-22,11,416.0,0.0,26.0,0.0,0.0,4.0,9,6,3,6,7,1,0,70,12,3,1,446.0
6720,1968,Master,Together,43795.0,0,1,2013-10-16,11,314.0,11.0,53.0,4.0,3.0,107.0,3,7,3,4,7,1,0,57,12,1,1,492.0
1183,1949,Master,Married,36408.0,1,1,2013-09-21,11,9.0,1.0,5.0,3.0,2.0,3.0,1,1,0,2,6,0,0,76,12,2,1,23.0
967,1976,Graduation,Married,46049.0,1,1,2013-07-21,11,342.0,9.0,112.0,19.0,14.0,19.0,10,5,2,9,7,1,0,49,12,2,1,515.0
1048,1972,Master,Married,35641.0,1,0,2013-07-14,11,63.0,3.0,67.0,8.0,9.0,28.0,2,3,1,4,7,1,0,53,12,1,1,178.0
6606,1969,Master,Married,70091.0,1,0,2013-03-31,11,964.0,34.0,137.0,15.0,0.0,11.0,2,5,2,10,8,0,0,56,12,1,1,1161.0
2677,1956,Graduation,Together,46097.0,0,1,2013-03-31,11,72.0,24.0,68.0,65.0,4.0,8.0,5,3,1,6,4,0,0,69,12,1,1,241.0
252,1963,PhD,Divorced,41003.0,0,0,2013-03-17,11,123.0,120.0,142.0,71.0,44.0,88.0,1,6,2,8,6,0,0,62,12,0,0,588.0
9860,1959,Graduation,Together,44911.0,0,1,2013-03-15,11,159.0,0.0,22.0,2.0,1.0,31.0,3,4,1,4,7,0,0,66,12,1,1,215.0
1388,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6.0,10.0,21.0,19.0,14.0,42.0,2,2,1,3,6,0,0,50,12,1,1,112.0
979,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6.0,10.0,21.0,19.0,14.0,42.0,2,2,1,3,6,0,0,50,12,1,1,112.0
7494,1950,PhD,Divorced,42873.0,1,1,2013-01-21,11,209.0,0.0,40.0,3.0,2.0,15.0,4,6,1,4,8,0,0,75,12,2,1,269.0
3403,1958,PhD,Together,78952.0,0,1,2012-09-24,11,1004.0,19.0,594.0,99.0,76.0,134.0,2,2,5,12,6,0,0,67,13,1,1,1926.0
4828,1954,Graduation,Divorced,79865.0,0,1,2014-06-18,12,71.0,99.0,278.0,173.0,121.0,38.0,1,5,10,5,1,0,0,71,11,1,1,780.0
9699,1966,Graduation,Divorced,67272.0,0,1,2013-12-21,12,357.0,35.0,271.0,28.0,28.0,14.0,3,6,2,12,5,0,0,59,12,1,1,733.0
9790,1957,Graduation,Single,78499.0,0,0,2013-11-23,12,912.0,72.0,170.0,47.0,36.0,97.0,1,11,3,4,4,1,0,68,12,0,0,1334.0
